source,model,storage,lock_status,price,condition,url,timestamp
ebay,iphone 13,128GB,unknown,251.95,Good - Refurbished,https://www.ebay.com/itm/197324862706?_skw=iPhone+13&epid=16064993658&hash=item2df17a74f2:g:BC0AAOSw2pBlU3Wp&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cWxSv%2BsP4bzeRPvLisQzPbo7GiyyALjjtLaVBOdmiacioc%2Fd0WXXAV7UZY0fNGjBkgrsOSMIEQ5i5SxnYnksOcHDdA3u%2F7ODln4eOQ81rj3yU6EbzXyb9tniq2CUyrHD%2B0KJGubJnVTTTxREqkaTJ%2BXOtogdWvP2TqOtPXPsJmF8MNSxwDQ9VG5K%2B1DSleHotaJGqqt3rkahTVH2hQ1Z9lU1wdmd3xkLhNO2r9%2B8noWA%3D%3D%7Ctkp%3ABk9SR9ii1tjqZQ,2025-06-09 12:34:09.353162
ebay,iphone 13,128GB,unknown,217.99,Good - Refurbished,https://www.ebay.com/itm/176451004751?_skw=iPhone+13&epid=15071472239&hash=item29154ca94f:g:LV8AAOSw25Bmgwh4&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1duXTwQ5TLo9npPMgMZXmn8qy2mOpigfOY7OuPVDzURkWVC7pO6x%2FYtSf%2FAFLQhiTm7yLuMY4wy9IlRBtDatRh0Ny%2F0UNxcUwJOTT6iYjreNLGHoji6ggLDhpDPM9BFTdYfKJaRkeBXkwucHApzdzk3%2B%2BQ1G%2BfPRWU5MxcjaNXqEC5ZI%2Fv2zrmLGytjRFwXN8p0bW39yXhl3XK8XmEYmXDLoeVKwG%2BpM7pA1qAl8sLNUQ%3D%3D%7Ctkp%3ABk9SR9qi1tjqZQ,2025-06-09 12:34:09.354163
ebay,iphone 13,128GB,unknown,290.0,Pre-Owned,https://www.ebay.com/itm/396723175754?_skw=iPhone+13&hash=item5c5e8b414a:g:ZukAAeSwZ3VoRLT3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eJHKVlQQpJ5y7i1V4SDOJswH3veA9UrOV9rKY3MUcZN97ztQJOnQQ0gkt%2Fzj4Sj0m9ALMtcVkt6bCeHKYqbop5v6FmmEYLmuPtr66aic4RnDRwdkWIh7eRZm8cKHqTi9W%2FgorWnzWXbjtWzOYC7C51GUgyoOLp7Yv9OWDnQsLkil7U%2FW7E3Q5MkmWIY7NtLS5GOb5cTVFRY%2BKOX6gh6%2FuvhdVWsCSqwSMKpLRAdVZACg%3D%3D%7Ctkp%3ABk9SR9yi1tjqZQ,2025-06-09 12:34:09.356435
ebay,iphone 13 mini,128GB,unlocked,251.99,Very Good - Refurbished,https://www.ebay.com/itm/256842759130?_skw=iPhone+13&epid=26049291214&hash=item3bcd057bda:g:P1oAAeSwrl5oOOLd&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eXv2tzMwSbjiijudi9rA3irDPNBNvdqqILdz6RQfH86qvWZLxkjXHVO305BAjDouNL%2Fq93b0cPryxOwdGWs%2BivZAqceIISpb2439ZGUTC%2BLo4bj8dvquUADxr9PCupNslegcmJ%2F9LCEpj99LoIng8mjR1X7D9k%2FZvTo3Ospa5n6Ym6IgVFTRQbaGRDgFdnzzU%2Fh155n8BWX%2FHQ0WMl0TUS1855AT%2FZRsckq64Ojl17yA%3D%3D%7Ctkp%3ABk9SR9yi1tjqZQ,2025-06-09 12:34:09.356435
ebay,iphone 13,128GB,unlocked,342.98,Open Box,https://www.ebay.com/itm/226785863998?_skw=iPhone+13&epid=11049276145&hash=item34cd7da93e:g:R-8AAOSwU5pniD0L&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e9A1n7AxsLyKYoHKKhdRFuHsGu8lu9MmnfkeZunSYxD1Ogma6%2FKiIMBkSsztpgMcNqndgeY9wY5665kvtq3AvZzgBgZ7NOo7x5whjzGCeQwUQgWU11pBdRY2ooYNhG0eB1s150ppz1pgupQav7FvSyjHAEL4bIxaR1MRWqTs5WLw%2B5OtGRXqIycHfLV%2BC0meoc2u%2B9%2FifBbrCqlhYHp4ZcIWg9W9EYsTsKJEnxisRPjSGggmZ0B469WXBUGR7NuxiS2GCFVMgbCzVSfAPEIXaJ%7Ctkp%3ABk9SR96i1tjqZQ,2025-06-09 12:34:09.357444
ebay,iphone 13,128GB,unlocked,309.88,Open Box,https://www.ebay.com/itm/364799860127?_skw=iPhone+13&hash=item54efc41d9f:g:t8QAAOSwXt1l-zLI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cP9%2F5gfrWZB5Kf%2BVJnFsWdFsZ6t3%2FUgDDzMxEvTrsoqBpOyxbi2etXLGvHDp5Q7CpoGLbdaupTd93RkhDA0AH5XtMj6iCi%2BIb5w4fBvy2VpdXSOXdOvVXUoGcGfnATcKt%2Fs06wYrIexRMGtoItcRirkz6Pm7PK5lU4vt%2Fk0bFmFSpz5VzF5N5Fujv0lvIjLnOR5CSYF0a2EKhxC3y2aGQNRdZ8V5gn1q2VmU6FMB2q60JSrULLbeJ7tSa8CWEQgafPNWSaqrqc%2FLUnwx3o%2B3eJ%7Ctkp%3ABk9SR96i1tjqZQ,2025-06-09 12:34:09.357444
ebay,iphone 13,128GB,unlocked,308.95,Excellent - Refurbished,https://www.ebay.com/itm/326397892365?_skw=iPhone+13&hash=item4bfed4970d:g:yLIAAOSwCa9nfeyd&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1caUKOUuVmpq1Jr0N0mjf%2B2SGjdJy913nTJdKzh%2FiGt3uJ53WKS0jfBpc6lYGnVF4dfnqaSNA%2F%2BkpBqp9nzDfCIXJZosyPav3F0wsMmpUxOZHotlXvzvphbqGfj6dHo2MwKVYPifZC4Pd83MjmbkBEnCJRn6MDWc9vSFzeHGSZu0HJUhz%2BADmYAM8RlCIrKV7p3NKDg50BUP58c8%2FyHa7NzWU6p5hvfYiRFTqDISPEWGhqd9Qk%2BVF%2FsWmO1x702tc3cdidvJy7yWfB8QtSL0nM3%7Ctkp%3ABk9SR-Ci1tjqZQ,2025-06-09 12:34:09.357444
ebay,iphone 13,128GB,unknown,229.0,Open Box,https://www.ebay.com/itm/116640461198?_skw=iPhone+13&epid=15065003832&hash=item1b2850318e:g:QHoAAeSwbyRoRRDK&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eib51dISkztKIR0ZzCsFfMryulOPtKFlTsVgf4Xr1x9ax0BiIaBx7jECYTTPFQzXFi6mvu1kazoAvmD5KM7HZNBnNazTwFvjLYqB2Qv%2BQM60i3SVGphS%2BmFNWBlyN%2FwotPr9F8Me5A1GGqmHAoNo%2BSFCGscJMnVKJYf9zinG2jU5WcZ%2BTMEha6ce5V4IKp7fewZ1OXAOWNkqDSN25sMyu6%2FNqkb6sk6GuwfzOEB0%2BPAABzy%2B3jfwA7I%2Bd7ByN%2F%2BF%2Bq0ApgFqdoMFYnqFeUX0RV%7Ctkp%3ABk9SR-Ki1tjqZQ,2025-06-09 12:34:09.358789
ebay,iphone 13,128GB,unlocked,339.95,Open Box,https://www.ebay.com/itm/267228846236?_skw=iPhone+13&epid=8049288614&hash=item3e3814989c:g:d10AAOSw86lnyLLA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fG%2B9pSBA1ID2z4HWyDy%2BW5wdeMj7nceRqPv5pLWZgRPOVExkcB6eQhMlCkcAcQi%2BIRSp6Ld60%2FhleNTqBIR6VwRcK%2BgqFaG0%2B7wOUKJiXga%2BApkOG%2B%2Fn4ko5SO1YMhm0Tw%2BzPe8lhLN4iqY0BBfXQW4KE73oRTA38kAmxqyeectJXQK6NSYcVbHQ%2Ful%2F7DrvxU5QgpnZLo3567%2Bov7ivWHhj%2F5ZbdBy9V7xsiVcTUlrg%3D%3D%7Ctkp%3ABk9SR-Ki1tjqZQ,2025-06-09 12:34:09.359901
ebay,iphone 13,128GB,unknown,259.94,Brand New,https://www.ebay.com/itm/127122011567?_skw=iPhone+13&epid=22072665462&hash=item1d990ff5af:g:OtoAAOSw009oKz9W&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e9QvVud3TSOfV5sro62y2Bsl%2FVVYSiSxhqL%2FsZ2ZqjS5es3kiNrDEoOzU3XIoh7S0J9Tg0kJZW9ZbLwxe2yutSREhYDIlbTH03v%2FzEp1Wv2ZUk0ORPsbPXUywhIRtsxNIgBJJEM5jbT5X6vzu51%2BFKni575ofeqZCh8NdNR26%2B25joYcOx4mHjnNAPn6H9Aq4O3Iqq9q%2BYQj0LacmdmbVUrxhtUfZDIuRZ3rTFYxQsYA%3D%3D%7Ctkp%3ABk9SR-Ki1tjqZQ,2025-06-09 12:34:09.359901
ebay,iphone 13 pro,128GB,unlocked,399.99,Pre-Owned,https://www.ebay.com/itm/235770748085?_skw=iPhone+13&epid=26049290840&hash=item36e5081cb5:g:vnMAAOSwaMZkCeUu&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fsrcZ8zcTicYlNFAnXVJ1r2tPQpTfQ8R%2FQLmC%2BkbB%2Ffid%2FyD1zEsA5SivxbXfJ0Zfi9B2hVdUeCvy8nevwcydYcV6XaY%2BCijbQ0CrPx0nNvmkeJkPm2qS%2BpWsYXjF4XqZC14oAi9tWay1zOQzAMTjy8X83nfOlMxZe6Ac0uboAAcdo9y8AEikW9%2BJF9gpM9zgnc3p0TTIT3Eb2cnIC%2BRlnnfJxMgqlkOcFK4S6XAbFO9n44c7F9pIbfDB%2BnE5OoIE%3D%7Ctkp%3ABk9SR-Si1tjqZQ,2025-06-09 12:34:09.360910
ebay,iphone 13,128GB,unlocked,265.99,Good - Refurbished,https://www.ebay.com/itm/157007972393?_skw=iPhone+13&epid=8049288614&hash=item248e678829:g:FnYAAeSwbN5oLN1G&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cZsR4bHSyhhcuMrFul0M4YMpsd5YGBxNc1ls0EC%2BcGHQqoxe%2F9C6k9nOKUBb8VPC3HVlMrTujA5cD4lImAV4AxWDomGYLh22J8aseH0L78oVKPaw%2F5kG4zkNSAPcxXfGE7OfoQvInVWVmcqKMEACIXDym9IVgr65Icqf1%2Fro9FTcZ9iT3GaXgCyJfNIz3R%2FH1XlNwl3jFdsAS2OVjqm00amokE1L%2Bgs%2BH8x9wQlvYZA9Hay0onea%2BpEOMBtqiRvo55DwruF6jFSkc8prIYZvWtrsyDkrzLq3n3nbRPwIDSTA%3D%3D%7Ctkp%3ABk9SR-ai1tjqZQ,2025-06-09 12:34:09.361912
ebay,iphone 13 pro,256GB,unlocked,446.99,Excellent - Refurbished,https://www.ebay.com/itm/356348398410?_skw=iPhone+13&epid=8049288657&hash=item52f8050b4a:g:fNUAAOSwY3VnU4A1&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQqOSMsGa3FtWnO1HWOGHI%2Fh%2BuwpdDwQXz2OnFziLbAiR3HLS%2FGYVZm7bW2kCUP%2FyHI8X4VK2RMpnAiA7fNqGITzcoWHsgZxwIQ82PYbxYb%2FIEnu1KMVGnzCwpM7uhPcaR7ygbqUUCxCItUM1kLjkAfC2hx9rQMo2lI1Bc4AQgN5%2BVjsRpgdGWYg3Nr4IfuVPL2oDRKTcxDJOKadQRsDCkxyjxazF1h8J8wnbngi6keg%3D%3D%7Ctkp%3ABlBMUOii1tjqZQ,2025-06-09 12:34:09.362910
ebay,iphone 13,128GB,unlocked,251.99,Good - Refurbished,https://www.ebay.com/itm/256350256078?_skw=iPhone+13&epid=11049276145&hash=item3bafaa7bce:g:maEAAeSwhS1oL7rq&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cYXLTVp%2BBIz3rwFA77PnotHwNYHeN3ByNKySueqRhA9L8Qn6asixw8pW4WCo4kcf%2BXWfFjfLckTKCHHA%2F5yoSrtTNMpLTk2gIDhpBdXQv0AyG%2FfW9cEszsbTOkPq3OaRDNcqVFjv%2Be566WO8eVXB2IDoEQXEY9MgVYFIU%2FcyzBoaSbpFfAFOk84VRkFpvNm3JUMLsI%2BBvCnvDB4%2F7ouyS47CGK2HeT0pb4zn3KTrbsnw%3D%3D%7Ctkp%3ABlBMUOqi1tjqZQ,2025-06-09 12:34:09.362910
ebay,iphone 13 mini,128GB,unlocked,271.99,Excellent - Refurbished,https://www.ebay.com/itm/256844366312?_skw=iPhone+13&epid=5049289969&hash=item3bcd1e01e8:g:fAEAAeSwu45oL2IB&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f%2BfjpyZKrPi54Yhp2%2FY9KvapA0LOqaAJBpzgbXQUz6uSHCfryGnWSAJtB%2F0q48Vcvm6cLSvANn1hvY7rY79aWW1mBA4DBomdGENNq5H7QpsFsyliqkQU8l765bPHLUT1Xbld5VIiYDaTMW9G0LqBX4NgPoULMOppu6%2FMwLVf7%2FRuGN51EKn2iJR9ddY%2FSCXn2wYBRSZgwMgDU4vuly0n0%2Bk%2FCBtsNSMZINvZiAEK%2FJuA%3D%3D%7Ctkp%3ABlBMUMbc1tjqZQ,2025-06-09 12:34:11.921216
ebay,iphone 13 pro max,128GB,unlocked,479.99,Open Box,https://www.ebay.com/itm/197349507517?_skw=iPhone+13&epid=10049287446&hash=item2df2f281bd:g:woMAAOSwtztnt8rm&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cXZXtyb39stweQoeeXSRVLr9%2FAI5bC4zqGPie44kq7vejfzyjF72FWxo%2Fa0702GXnSpyQyRaZxRVzpnXQm9c%2FLRgYPtFADAMFSJwWQA7t4JWg2nhrLuOfoWJ7FZm5oW6JwM5KoQWngtH8%2BeHMDg0%2FnVeNEbWWjcuDr3gYvxawY1Sl4%2BeBWnnRUmeRcZqWcijLcJJfG0cRfgymKdA5MozYElduczkBM6ReKoLbDbqpNk7qASrPSR7yPgmWkuJjCtplKacV0XXzGtBmHgq0yu%2Bx3%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.925162
ebay,iphone 13 pro,128GB,unlocked,379.99,Pre-Owned,https://www.ebay.com/itm/234988335171?_skw=iPhone+13&epid=25052759574&hash=item36b6657043:g:vnMAAOSwaMZkCeUu&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cxWgGRaYPJ2tlmv783MxuKhLiv05XMTy0vO0cAeLXDJQwIlO0ScOVGllMUlXt23%2FK81s1QCl6fSk0m0tj0IzSABNMwcHbef3KySfryIOfgqSGMIbMRPp06zXKpzGmOIH%2BJQNonAqrzK820t1CWTDdur1WhQRZaqf9%2F7L0i4QG5ftMI0VSs0OM4prCr9hmjAEQAslzi1RbX%2BxnsfXs2JcQ2RuBHd6ykhpfFC8ZuRCPilw%3D%3D%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.925162
ebay,iphone 13 pro,unknown,unknown,300.0,Pre-Owned,https://www.ebay.com/itm/405947476600?_skw=iPhone+13&epid=27049276479&hash=item5e845aea78:g:ciAAAeSwTPdoRwn3&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1erAtGQezECCxWb8YpPtRTUiC5FcES2YPokZqvzTPvZK5FlVFuJjcsvnodys2wfgReI%2B1ffp0MMNpPdlFjh16XjAoNkCGqeRMyKgEMF2AYGOhL16JHe9SQ14XQVXhb%2FvTeLNgvomuM%2BakGOEQTJ6RumCKeRO38eiEVGGTgkE7PU5dOi50%2FGD7G669XapKRKOQZPuV9kuf3RuyLr6CBdMrEWpdyNrQ6EB5hG7KEWCgIb8Q%3D%3D%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.926160
ebay,iphone 13 pro,128GB,unlocked,299.0,Pre-Owned,https://www.ebay.com/itm/396722972131?_skw=iPhone+13&epid=28049285668&hash=item5c5e8825e3:g:ahUAAeSwAJBoRvcO&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cH%2FR8ugO2EUocf62wj6elyt9%2F%2BPl2p8%2BTIQaQz8e5LmfivZtTjMVOqslECyXSJbhtRFyqNUj0bSXvVAZiCmnWltwNX97StGToOCbL0WWwFoLEdPoQxzxgalNS6BFbA5torjja5KoB4GSJdAjRFMcqRjJoo5jDJCU4FGK9NWFAr37vbsBBmMaRjlbZQwf5cZMu2D%2F4sU%2BvHQtcqZrpLZtnHkrAuM%2BbnOuWqKdpUVFMFWg%3D%3D%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.927251
ebay,iphone 13,128GB,unlocked,259.99,Pre-Owned,https://www.ebay.com/itm/336004993682?_skw=iPhone+13&epid=11049276145&hash=item4e3b755292:g:o0sAAeSwkrdoRwN9&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c5l1ZNzBn0SMArUS0gUk5DMWiIluhxRF3OGYvXOjR7b7ucopsYcZh%2BsyWEi2Ly41ExXLLF%2F5azQS6VN%2BduYTZ9UnW2v8OHzBRC8TxKmDXSAn2Uwj2mNHpbfCKU5jmfYKSayYX%2BC6b5Ach1BkRcvqyl0oaHYlMtWnfrG1KKJwCf6EjJqlSsTXKl2KIDZkh%2FOpEyQfOHkRYe5X3wVjSCn10VN8U3SBmZyiLfM5Al3ku1jDWyxJiG6TFd%2FVy434fvKqq2mW0hPwI0rJ%2FOoO0Mnxdo%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.927251
ebay,iphone 13 pro,128GB,unlocked,349.99,Pre-Owned,https://www.ebay.com/itm/316960583400?_skw=iPhone+13&epid=8072579682&hash=item49cc52aee8:g:rlYAAOSwV15oRuNa&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eQHnUGEkAXHkX9eDGNc1rdsFgNcz%2FSqcChjzmPpgiS8dNi1IeNhchs5O4zAQRr4d5Vs1tDGt6sKzlXW0iSI0TzfipksrHeeI1IkXQ7qkL5gUtLLKkC762DGFGdkcvbymDS%2B3%2FHmrH8YUv%2BN28ZibYz2nEcFlvJ2QAPpeCg5o8lGEJuCuTnM0DPVyF1BlbB3JDIzq78Ll%2BqZX3c651wtD%2B%2BEdU243uqRJDeAttH5udLqv1Vfp6IAYXB9icyzQ825GyzyUtk148JRZm709MizCfa%7Ctkp%3ABk9SR8bc1tjqZQ,2025-06-09 12:34:11.928278
ebay,iphone 13,128GB,unlocked,299.99,Pre-Owned,https://www.ebay.com/itm/146631810851?_skw=iPhone+13&epid=11049276145&hash=item2223efdf23:g:-MQAAeSwBpZoQ5GZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d6rwCyAbNmlF7WY1Spqdp8M0HQJe7EGeOAWulvvYqTc4%2B1LNXF3MqL%2FOPYFQ%2BHcmHnQy257qeyiNHy733nYvFXCyx9PIVMq0vyIGO8zOM8WSVgH2yzqDjVWJwNdi%2FvoNXcoHMfAmxumodLkoWQcnga8yOKfECkKUdM2LAln%2FQF4aoXVG99UDrMMqp9ZBiITzsU0KfH1ZwqvjbhGP0%2B8EfDgdQb1JpayK0jsEHltuGJvq%2FZeI%2Babx5W7R2gb0rRcHiRv4dMxJievfSWHOtZ4nG0%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.928278
ebay,iphone 13 mini,128GB,unlocked,222.99,Good - Refurbished,https://www.ebay.com/itm/256844366352?_skw=iPhone+13&epid=3049291490&hash=item3bcd1e0210:g:1gMAAeSwWX5oOeJH&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fc0Acl4gD01sRbNKKEPBwJVttsUM%2F5EBXExpK4yS8jOr3B5uJaHpoVkUiXclNbIlh%2FC0OswfL%2FtgHsxI22OwhUlr7HfN3BJ%2Bll4YyO%2BLzTA23f6TLWu9q1A5HClz5JbS7S%2FFSvHDjYm8TMY%2FFL9%2F%2BCu78cgd7BKJUewD1k2XyTlrhZaKVdc9a%2FvLXqHN4SVB9Yvkf%2B52UR5kKPrk8eFzD5D%2BuFwUqlMZlIcLrqZHRvlg%3D%3D%7Ctkp%3ABlBMUMjc1tjqZQ,2025-06-09 12:34:11.928278
ebay,iphone 13 pro max,256GB,unlocked,587.7,Excellent - Refurbished,https://www.ebay.com/itm/354593770099?_skw=iPhone+13&epid=15065002373&hash=item528f6f8a73:g:56cAAOSwhCxjcpHn&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fOdPaIZREBIovxw%2BF51k0ZFZEnWsH3ipBaPavRnb7OEyVktX76bNcLEBFiC4iaJiwhTaRDMDsGIS2xISSYy0FIX7Td0unZTLX0PT%2BaUHCtkom0WBlyG8OS12fuF%2BOWrXLX7mZASc1ky0E0TsDmsn%2BjTuBYn6TH63KFO%2FnWZMwUfpaIw%2Ba5alm4wM6RC3tR9D7K6hQWT%2BgnQ0s12RLSPa3Cs2oPQP23HfeZI5PSeC2PYA%3D%3D%7Ctkp%3ABlBMUMjc1tjqZQ,2025-06-09 12:34:11.929653
ebay,iphone 13,128GB,unlocked,274.95,Good - Refurbished,https://www.ebay.com/itm/304600814829?_skw=iPhone+13&epid=11049276145&hash=item46eb9f94ed:g:eZoAAOSwfFhlDb52&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e9qmBstDrZ%2BYsL4xKu6FiVYJB3L3xFXYwsbk9r%2FraqJgtXPvkobgOJptRSkl7pWzPc1RRlfc6JBPKpgnYufMUpiJpWG8rrbXGYviKaZ3BV5qiNuq0Eq%2FTyLv6%2B11KS9jD%2BjTV09Q5otN1ag1%2BzTbMts9VoawxGGHu1kLU8M7Jljd%2BZ9chWcqQCfuAvYn2EwljAhOvD%2Biw8wk3rdI6dTCXZ4ZrQJYkLUqdMVdeK6jtQq4wFOkbWZNVutl8XliTAFdC%2BhEzb4cXkwDP%2BXI%2FDu8r%2B%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.930836
ebay,iphone 13,128GB,unlocked,269.0,Pre-Owned,https://www.ebay.com/itm/235414342155?_skw=iPhone+13&epid=7049287499&hash=item36cfc9ca0b:g:IZ8AAOSwPidlaNV8&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d2YEj5md5vnXOA24tAzGkSL5TJxg7ywkIrrJSX%2FVsJ2PW24Ori%2FhgdB8ZL0rE%2BGVEbFIMG3u8S%2FmN0q8GyY9UZd5wraRcloJVgE1aKZXxDJh97a4TJz2CjJiOrOltnc8g6WubNo5pnN%2Fhz1DCklXpsN63I2%2B%2Bo3MqDl8dp60epwvBtYip7XwSzDA%2FKDwuuBdd%2Fud7alMtUIh4Or58siIPfyDprRbctKE2ayGntze2aGQ%3D%3D%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.931846
ebay,iphone 13,128GB,unknown,202.49,Pre-Owned,https://www.ebay.com/itm/388454923364?_skw=iPhone+13&epid=16064993658&hash=item5a71b7bc64:g:hi8AAOSwtbRoL2Wf&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dlvDYcwoO9wx%2BXBx3oERCoIw4KAP%2Br0eFNd1el6nOHnHqqPmrazIZz4WhnRwdgymbFjrLGpUgTV8qhPJ%2FmqB8EF%2Fhbl7u4Ld8IGcnKAgWjpSH1LPRCen%2B%2BNRla6b0GBXPsIKqTZ3TcyB9k0%2BCzWtY6HyDMGENG35OQIMl7OW26fKXzLw2wD9T2NAOIyDxtTutGdteIUxWPvJ8dJtpUqa7%2B31ceR9PkRyiBZFmC8jYQRg%3D%3D%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.931846
ebay,iphone 13,128GB,locked,265.0,Brand New,https://www.ebay.com/itm/357032914837?_skw=iPhone+13&epid=7065011220&hash=item5320d1ef95:g:tnMAAOSwbGFoQDAt&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fQD0Q%2FeqGc%2BX1Jf7%2FB2gXaTGnwvAqcrbvuRrVANoMhfRwKlynFQ8DC%2FlN3Vn72YoHuEZv%2BMgPkfMg0wYBsoqKPv0Na8fMY6R%2BJgM7AehZCMypB2QnggtX1Fk2n8mt5vPD63aBnK4wgDlpaX2TjddphCD%2BGOMAlPHc6XI9US2sapMCHW33BsXXfSDjMOn1MokyPs%2BZDGkH7KcnrlFQRGSachoRsRTXwQp5r4rGvABDhLg%3D%3D%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.932846
ebay,iphone 13 mini,256GB,unlocked,284.95,Very Good - Refurbished,https://www.ebay.com/itm/304657420318?_skw=iPhone+13&hash=item46eeff501e:g:pwQAAOSwHxhlDb9P&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fKUzy3b0U3Nfrpm82Vl8kjAMPwkQCmhoj9%2B0KKUOGaIuCU83MJCbmOyiXl9rnZOlki8AJ%2FtPiwHEaQEb9LOZbmOMdxpAKQBo4PQr3MPVw2%2BtJHrR5IFqWTnkO2xPQYwbiq%2FvjK%2BIahHW%2BlA%2Fx0idblFSrAsilD2Drj2R84RZ67DwCrUd9FdS99McKnb7JGHLboLCzi4ZULoU2gJ7p1gdb8Z8H5vPKbpx5qABGJtioVsapgmJvo4l2usIK4FF2NFAPu8LC0gXDKAoO1my2ke92Z%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.932846
ebay,iphone 13,128GB,unlocked,249.88,Pre-Owned,https://www.ebay.com/itm/296308565225?_skw=iPhone+13&epid=11049276145&hash=item44fd5de4e9:g:OggAAOSwmjtl-1XV&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1crMqBMQeDP1M7OanY2RAFsRpTukAMoUWlyQPdmcDtn6sv0nKfSPhQW5Wnnw511qmED0aVRL52Vx4uTzp6ysp1B%2FR%2F0SB2KP5QM2OPVhylDY5NK03fB2AvXVYFWzf%2F6VjyAkfeXIQxwJHmZ%2FUOuZQuexVBug6HRiCwHorOM97%2Fkr0Vg%2F7XKZsKgUdmlr6KrvdJLeR1oPn4PJ8cJdOjPMp8ahyov7Q6cSpHCONHkgvp5mQ%3D%3D%7Ctkp%3ABk9SR8jc1tjqZQ,2025-06-09 12:34:11.933846
ebay,iphone 13 pro max,512GB,unlocked,549.03,Excellent - Refurbished,https://www.ebay.com/itm/356345119003?_skw=iPhone+13&epid=19049287640&hash=item52f7d3011b:g:Z0YAAOSwcUVnUkJW&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e5r16%2Fwx10a8SCImYGFQYrRa5%2FmP1ZBipGj2NpsWkbycIdzIolZIBnOssC4%2F9h01b9iuomVorEpjB7LzkQ2AKHl%2B34r%2B6l9ZTg3vntnw9u%2BoAhI5jzTF7oJlvzr6Dajv%2FmovrGD3vWUbUo5%2BwzqI889nEpqn1taLHsxAa3YoV%2Fa4fouc3YX%2F4lTJZoHqqJ--9LTHfqsY4ea2OJrXjZ3aSaWHP7dvlOqOivB87y2qOQxg%3D%3D%7Ctkp%3ABlBMUMjc1tjqZQ,2025-06-09 12:34:11.934863
